CATEGORY,START,STOP,MILES,PURPOSE,DRIVER_RATING,FARE_AMOUNT,PASSENGER_COUNT,PAYMENT_METHOD,CAR_TYPE,TRIP_TYPE,TRIP_DATE,YEAR,MONTH_NAME,DAY_OF_WEEK_NAME,DAY_OF_MONTH
Personal,New Tammychester,New Tammychester,22.09,Commute,4.8,9.15,4,Card,Premium,Round-Trip,2022-04-16,2022,April,Saturday,16
Business,Suzannebury,Suzannebury,14.1,,4.8,43.35,1,Cash,SUV,Round-Trip,2023-10-23,2023,October,Monday,23
Business,Kingville,Kingville,29.4,Errand/Supplies,4.5,21.12,3,Cash,Premium,Round-Trip,2021-12-23,2021,December,Thursday,23
Business,Maloneshire,Maloneshire,8.24,Errand/Supplies,4.4,30.29,2,Card,SUV,Round-Trip,2021-02-08,2021,February,Monday,8
Business,Codyburgh,Codyburgh,33.01,Meal/Entertain,4.4,16.44,2,Uber Credit,Premium,Round-Trip,2024-12-20,2024,December,Friday,20
Personal,Marshallland,North Lori,14.6,Commute,4.4,2.31,1,Uber Credit,Premium,One-Way,2024-07-27,2024,July,Saturday,27
Personal,Lake Emma,Lake Emma,0.69,Meal/Entertain,5.1,29.05,1,Uber Credit,SUV,Round-Trip,2022-01-19,2022,January,Wednesday,19
Business,North Davidton,North Davidton,16.28,Errand/Supplies,4.8,3.68,3,Card,Premium,Round-Trip,2021-05-22,2021,May,Saturday,22
Business,Matthewstad,Port Garyfort,8.19,Meal/Entertain,3.0,23.97,4,Card,Economy,One-Way,2021-03-11,2021,March,Thursday,11
Business,Mirandaland,Mirandaland,23.41,Meal/Entertain,4.8,4.48,1,Uber Credit,SUV,Round-Trip,2020-07-12,2020,July,Sunday,12
Business,Ruizmouth,Ruizmouth,8.47,Errand/Supplies,4.6,54.81,4,Card,SUV,Round-Trip,2024-09-15,2024,September,Sunday,15
Personal,North Kathy,North Kathy,10.54,Customer Visit,4.5,38.67,3,Card,SUV,Round-Trip,2023-10-01,2023,October,Sunday,1
Personal,Ryanmouth,Ryanmouth,-3.9,Meal/Entertain,4.3,26.59,4,Uber Credit,SUV,Round-Trip,2022-05-12,2022,May,Thursday,12
Personal,Zacharybury,Zacharybury,10.48,Customer Visit,5.1,43.96,2,Card,Premium,Round-Trip,2022-09-13,2022,September,Tuesday,13
Personal,Jamestown,Jamestown,-9.24,Meal/Entertain,5.0,12.31,4,Card,Economy,Round-Trip,2021-12-25,2021,December,Saturday,25
Business,Port Rayview,Port Rayview,-0.84,Commute,4.1,33.15,3,Cash,Premium,Round-Trip,2020-04-06,2020,April,Monday,6
Personal,Hillmouth,Hillmouth,22.6,Meal/Entertain,4.7,28.0,3,Cash,Economy,Round-Trip,2023-12-11,2023,December,Monday,11
Business,Warnershire,Warnershire,22.86,Meal/Entertain,4.0,28.96,3,Uber Credit,Economy,Round-Trip,2022-11-09,2022,November,Wednesday,9
Personal,South Thomas,South Thomas,19.25,Meeting,3.8,44.09,4,Cash,SUV,Round-Trip,2021-06-22,2021,June,Tuesday,22
Personal,East Jacob,East Jacob,5.33,Commute,4.2,35.99,2,Cash,SUV,Round-Trip,2023-06-09,2023,June,Friday,9
Personal,Mackenzieside,Fitzgeraldborough,145.2,Commute,4.9,293.29999999999995,1,Card,SUV,One-Way,2021-11-03,2021,November,Wednesday,3
Business,Port James,Port James,14.96,Customer Visit,5.0,0.18,2,Cash,Economy,Round-Trip,2023-07-08,2023,July,Saturday,8
Personal,Jenniferberg,Jenniferberg,3.42,Customer Visit,4.8,10.6,4,Card,Economy,Round-Trip,2021-02-21,2021,February,Sunday,21
Business,New Wanda,New Wanda,30.03,Meal/Entertain,4.9,23.16,4,Cash,SUV,Round-Trip,2021-10-05,2021,October,Tuesday,5
Personal,Davisburgh,Davisburgh,23.77,Errand/Supplies,4.8,26.4,1,Uber Credit,Economy,Round-Trip,2021-06-10,2021,June,Thursday,10
Personal,West Terri,West Terri,12.79,Meal/Entertain,4.2,8.05,4,Card,Premium,Round-Trip,2022-12-08,2022,December,Thursday,8
Business,Port Jonchester,Port Jonchester,15.27,Meeting,4.7,61.18,3,Cash,SUV,Round-Trip,2024-03-05,2024,March,Tuesday,5
Personal,West Maryville,,17.08,Meal/Entertain,4.9,47.75,3,Card,Premium,Unknown,2024-06-01,2024,June,Saturday,1
Business,East Paul,East Paul,-5.42,Meeting,4.9,34.03,3,Uber Credit,Premium,Round-Trip,2020-11-24,2020,November,Tuesday,24
Personal,Lowefort,Mariaborough,12.53,Meal/Entertain,5.1,26.08,3,Uber Credit,Premium,One-Way,2025-04-03,2025,April,Thursday,3
Personal,East Robertland,East Robertland,8.18,Customer Visit,4.9,21.82,3,Card,Premium,Round-Trip,2023-07-19,2023,July,Wednesday,19
Business,Smithbury,Smithbury,4.98,Meal/Entertain,4.7,10.72,4,Uber Credit,SUV,Round-Trip,2021-09-14,2021,September,Tuesday,14
Personal,Reginabury,Reginabury,12.19,Customer Visit,5.0,26.16,1,Uber Credit,Premium,Round-Trip,2023-11-25,2023,November,Saturday,25
Personal,East Paul,East Paul,32.98,Errand/Supplies,4.5,28.87,1,Cash,SUV,Round-Trip,2022-02-27,2022,February,Sunday,27
Business,Robinsonbury,Wilsonfort,21.41,,4.1,6.37,3,Uber Credit,SUV,One-Way,2024-08-17,2024,August,Saturday,17
Business,West Jack,North Kristineburgh,9.29,Commute,4.4,30.01,4,Cash,Premium,One-Way,2020-06-27,2020,June,Saturday,27
Personal,Port Karenfort,Harrisport,20.73,Meal/Entertain,4.1,22.67,2,Card,Economy,One-Way,2024-06-17,2024,June,Monday,17
Business,East Johnchester,South Jeffreyborough,12.01,Customer Visit,4.3,43.06,2,Uber Credit,Economy,One-Way,2023-11-03,2023,November,Friday,3
Personal,West Cathyfort,West Cathyfort,21.82,Meal/Entertain,4.5,16.21,3,Card,Premium,Round-Trip,2022-06-28,2022,June,Tuesday,28
Business,South Jacqueline,South Jacqueline,19.3,Meal/Entertain,3.6,33.93,2,Cash,SUV,Round-Trip,2020-06-19,2020,June,Friday,19
Personal,Graychester,Graychester,2.48,Customer Visit,4.0,32.0,1,Cash,SUV,Round-Trip,2021-05-29,2021,May,Saturday,29
Personal,New April,New April,11.12,Commute,3.7,203.8,1,Card,Economy,Round-Trip,2021-05-01,2021,May,Saturday,1
Business,North Mary,Lake Brandy,22.75,Meeting,4.5,27.98,2,Card,Premium,One-Way,2021-11-22,2021,November,Monday,22
Personal,New Markbury,New Markbury,40.6,Meal/Entertain,4.5,38.43,1,Uber Credit,SUV,Round-Trip,2020-05-20,2020,May,Wednesday,20
Personal,South Michaeltown,South Michaeltown,21.8,Meeting,5.6,40.11,3,Card,SUV,Round-Trip,2020-04-13,2020,April,Monday,13
Personal,East Beverlyport,Lake Olivia,15.29,Commute,5.1,16.45,4,Card,Premium,One-Way,2021-06-30,2021,June,Wednesday,30
Business,Taylorhaven,East Allen,7.73,Customer Visit,4.2,21.16,1,Card,SUV,One-Way,2023-10-13,2023,October,Friday,13
