,CATEGORY,START,STOP,MILES,PURPOSE,DRIVER_RATING,FARE_AMOUNT,PASSENGER_COUNT,PAYMENT_METHOD,CAR_TYPE,TRIP_TYPE,TRIP_DATE,YEAR,MONTH_NAME,DAY_OF_WEEK_NAME,DAY_OF_MONTH
985,Personal,Jenniferberg,Jenniferberg,3.42,Customer Visit,4.8,10.6,4,Card,Economy,Round-Trip,2021-02-21,2021,February,Sunday,21
986,Business,New Wanda,New Wanda,30.03,Meal/Entertain,4.9,23.16,4,Cash,SUV,Round-Trip,2021-10-05,2021,October,Tuesday,5
987,Personal,Davisburgh,Davisburgh,23.77,Errand/Supplies,4.8,26.4,1,Uber Credit,Economy,Round-Trip,2021-06-10,2021,June,Thursday,10
988,Personal,West Terri,West Terri,12.79,Meal/Entertain,4.2,8.05,4,Card,Premium,Round-Trip,2022-12-08,2022,December,Thursday,8
989,Business,Port Jonchester,Port Jonchester,15.27,Meeting,4.7,61.18,3,Cash,SUV,Round-Trip,2024-03-05,2024,March,Tuesday,5
990,Personal,West Maryville,UNKOWN,17.08,Meal/Entertain,4.9,47.75,3,Card,Premium,Unknown,2024-06-01,2024,June,Saturday,1
991,Business,East Paul,East Paul,-5.42,Meeting,4.9,34.03,3,Uber Credit,Premium,Round-Trip,2020-11-24,2020,November,Tuesday,24
992,Personal,Lowefort,Mariaborough,12.53,Meal/Entertain,5.1,26.08,3,Uber Credit,Premium,One-Way,2025-04-03,2025,April,Thursday,3
993,Personal,East Robertland,East Robertland,8.18,Customer Visit,4.9,21.82,3,Card,Premium,Round-Trip,2023-07-19,2023,July,Wednesday,19
994,Business,Smithbury,Smithbury,4.98,Meal/Entertain,4.7,10.72,4,Uber Credit,SUV,Round-Trip,2021-09-14,2021,September,Tuesday,14
995,Personal,Reginabury,Reginabury,12.19,Customer Visit,5.0,26.16,1,Uber Credit,Premium,Round-Trip,2023-11-25,2023,November,Saturday,25
996,Personal,East Paul,East Paul,32.98,Errand/Supplies,4.5,28.87,1,Cash,SUV,Round-Trip,2022-02-27,2022,February,Sunday,27
997,Business,Robinsonbury,Wilsonfort,21.41,UNKOWN,4.1,6.37,3,Uber Credit,SUV,One-Way,2024-08-17,2024,August,Saturday,17
998,Business,West Jack,North Kristineburgh,9.29,Commute,4.4,30.01,4,Cash,Premium,One-Way,2020-06-27,2020,June,Saturday,27
999,Personal,Port Karenfort,Harrisport,20.73,Meal/Entertain,4.1,22.67,2,Card,Economy,One-Way,2024-06-17,2024,June,Monday,17
1000,Business,East Johnchester,South Jeffreyborough,12.01,Customer Visit,4.3,43.06,2,Uber Credit,Economy,One-Way,2023-11-03,2023,November,Friday,3
1001,Personal,West Cathyfort,West Cathyfort,21.82,Meal/Entertain,4.5,16.21,3,Card,Premium,Round-Trip,2022-06-28,2022,June,Tuesday,28
1002,Business,South Jacqueline,South Jacqueline,19.3,Meal/Entertain,3.6,33.93,2,Cash,SUV,Round-Trip,2020-06-19,2020,June,Friday,19
1003,Personal,Graychester,Graychester,2.48,Customer Visit,4.0,32.0,1,Cash,SUV,Round-Trip,2021-05-29,2021,May,Saturday,29
1004,Personal,New April,New April,11.12,Commute,3.7,203.8,1,Card,Economy,Round-Trip,2021-05-01,2021,May,Saturday,1
1005,Business,North Mary,Lake Brandy,22.75,Meeting,4.5,27.98,2,Card,Premium,One-Way,2021-11-22,2021,November,Monday,22
1006,Personal,New Markbury,New Markbury,40.6,Meal/Entertain,4.5,38.43,1,Uber Credit,SUV,Round-Trip,2020-05-20,2020,May,Wednesday,20
1007,Personal,South Michaeltown,South Michaeltown,21.8,Meeting,5.6,40.11,3,Card,SUV,Round-Trip,2020-04-13,2020,April,Monday,13
1008,Personal,East Beverlyport,Lake Olivia,15.29,Commute,5.1,16.45,4,Card,Premium,One-Way,2021-06-30,2021,June,Wednesday,30
1009,Business,Taylorhaven,East Allen,7.73,Customer Visit,4.2,21.16,1,Card,SUV,One-Way,2023-10-13,2023,October,Friday,13
